ERROR 2018-11-29 11:19:53,253 <input> 3 出错日志
INFO 2018-12-07 14:56:05,957 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 14:56:06,019 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 14:57:05,934 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 14:57:06,028 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 14:58:05,749 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 14:58:05,789 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 14:59:05,857 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 14:59:05,896 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:00:06,000 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:00:06,034 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:01:06,218 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:01:06,291 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:02:06,028 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:02:06,101 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:03:05,514 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:03:05,567 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:04:06,612 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:04:06,662 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:05:05,513 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:05:05,562 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:06:05,693 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:06:05,767 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:07:05,786 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:07:05,787 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:08:05,619 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:08:05,649 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:09:05,537 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:09:05,579 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:10:05,473 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:10:05,510 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:11:06,271 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:11:06,308 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:12:06,185 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:12:06,191 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:13:06,078 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:13:06,098 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:14:06,066 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:14:06,077 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:15:05,958 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:15:05,971 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:16:05,956 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:16:05,980 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:17:05,741 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:17:05,776 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:18:05,812 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:18:05,856 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:19:05,904 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:19:05,911 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:20:05,822 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:20:05,846 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:21:05,816 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:21:05,872 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:22:05,808 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:22:05,861 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:23:05,756 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:23:05,784 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:24:05,746 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:24:05,798 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:25:05,702 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:25:05,753 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:26:05,595 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:26:05,620 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:27:05,600 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:27:05,629 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:28:05,472 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:28:05,497 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:29:05,467 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:29:05,517 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:30:06,368 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:30:06,386 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:31:06,157 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:31:06,202 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:32:06,196 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:32:06,200 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:33:05,830 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:33:05,854 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:34:05,958 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:34:06,010 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:35:05,787 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:35:05,812 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:36:05,541 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:36:05,594 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:37:05,929 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:37:05,950 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:38:05,588 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:38:05,628 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:39:05,613 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:39:05,639 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:40:05,491 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:40:05,531 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:41:05,580 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:41:05,633 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:42:05,359 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:42:05,378 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:43:06,324 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:43:06,344 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:44:06,041 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:44:06,071 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:45:06,023 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:45:06,028 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:46:05,417 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:46:05,427 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:47:05,317 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:47:05,320 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:48:06,040 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:48:06,072 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:49:06,104 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:49:06,109 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:50:05,818 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:50:05,855 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:51:05,894 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:51:05,942 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:52:05,974 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:52:05,978 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:53:06,003 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:53:06,086 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:54:05,909 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:54:05,921 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:55:05,556 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:55:05,589 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:56:05,388 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:56:05,418 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:57:06,220 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:57:06,237 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:58:06,509 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 15:58:06,516 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:59:05,530 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 15:59:05,558 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:00:06,685 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:00:06,709 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:01:06,872 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:01:06,883 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:02:06,750 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:02:06,772 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:03:06,148 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:03:06,210 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:04:05,767 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:04:05,811 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:05:05,564 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:05:05,592 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:06:05,086 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:06:05,091 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:07:06,250 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:07:06,251 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:08:05,667 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:08:05,718 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:09:05,544 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:09:05,585 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:10:05,565 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:10:05,569 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:11:05,145 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:11:05,196 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:12:06,026 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:12:06,058 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:13:05,580 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:13:05,598 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:14:05,558 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:14:05,585 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:15:05,194 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:15:05,233 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:16:06,049 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:16:06,073 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:17:05,748 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:17:05,761 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:18:05,678 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:18:05,679 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:19:05,221 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:19:05,251 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:20:05,925 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:20:05,980 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:21:05,396 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:21:05,398 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:22:06,046 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:22:06,092 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:23:05,771 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:23:05,780 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:24:05,550 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:24:05,574 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:25:05,262 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:25:05,306 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:26:05,064 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:26:05,097 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:27:05,480 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:27:05,498 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:28:05,370 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:28:05,375 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:29:05,228 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:29:05,242 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:30:05,945 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:30:05,971 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:31:05,899 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:31:05,933 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:32:05,895 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:32:05,921 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:33:05,549 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:33:05,581 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:34:05,441 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:34:05,498 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:35:05,278 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:35:05,319 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:36:06,027 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:36:06,058 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:37:05,739 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:37:05,782 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:38:05,505 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:38:05,511 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:39:05,400 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:39:05,405 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:40:05,743 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 16:40:05,777 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:41:05,412 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 16:41:05,431 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 17:58:12,837 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 17:58:12,873 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 18:19:24,826 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 18:19:24,853 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 18:20:03,184 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 18:20:03,200 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 18:21:03,245 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 18:21:03,256 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-07 18:22:03,593 basehttp 124 "GET /skus/?category_id=115&page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1322
INFO 2018-12-07 18:22:03,612 basehttp 124 "GET /categories/115/ HTTP/1.1" 200 150
INFO 2018-12-09 10:35:24,162 basehttp 124 "GET /skus/search/?text=wifi HTTP/1.1" 200 8262
INFO 2018-12-09 10:35:46,152 basehttp 124 "GET /skus/search/ HTTP/1.1" 200 8206
INFO 2018-12-09 10:36:02,879 basehttp 124 "GET /skus/search/1/ HTTP/1.1" 200 6207
INFO 2018-12-09 10:36:08,431 basehttp 124 "GET /skus/search/ HTTP/1.1" 200 8206
INFO 2018-12-09 10:36:27,015 basehttp 124 "GET /skus/search/?text=%E5%8D%8E%E4%B8%BA HTTP/1.1" 200 8428
